NAME	AUTHOR	PLATFORM	VERSIONS	VB	COMPILE	FILE	DUPLICATES	PASSWORD
Incubuspunt	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/incubus punter for aol 4.0.zip	1	
Incubu~2	InCuBuS	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/incccom.zip	2	
independent idler	klume	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/independent.zip	2	
Indifference Lagger	Nyte	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/indifference lagger aol8 winxp yr06.zip	2	
infmmer	None	AOL	2.5	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/2.5/infinity mm'er for aol 4.0.zip	1	
Infuego Idl'er	None	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/infuego.zip	2	
InSane Idler	tek [ idle'n	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/insane.zip	2	
INSANE~1	None	AOL	unknown	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/igbust.zip	2	
insomnia	me & gta!	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/insomnia.zip	2	
Insomnia Toolz v1.5	zero	AOL	unknown	non-VB	n/a	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/insomnia toolz v1.5 for aol 8.0 win2k-xp.zip	2	
insomnia toolz v1.6	zero	AOL	unknown	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/insomnia toolz v1.6 for aol 8.0 win2k-xp yr03.zip	2	
Insomnia Toolz v1.o	zero	AOL	unknown	non-VB	n/a	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/insomnia toolz v1.0 for aol 8.0 win2k-xp.zip	2	
INSULIN	nitrix	AOL	4.0	VB3	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/insulin for aol 4.0.zip	2	
INSUR~1	None	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/insurrection.zip	2	
integration	nokq	AOL	4.0	VB5	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/integra.zip	2	
intellex	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/intellex x'er.zip	1	
intelligent linker	wht	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/intelligent.zip	2	
InterBasicSetup	None	AOL	unknown	non-VB	n/a	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/interbasic.zip	2	
intern20	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/internal error 2.zip	1	
iNtErNaL ErRoR │	None	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/interror3.zip	2	
Intricate Chat Coms	Intricate	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/intricate.zip	2	
Invariant	None	AOL	4.0	VB6	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/invariant.zip	2	
invasion	None	AOL	unknown	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/invasion.zip	2	
Invizo Linker	None	AOL	5.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/5.0/invizo linker for aol 5.0 and 6.0.zip	1	
Invizo Linker v2	font . color=#cc0000	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/invizov2.zip	2	
invoke	silkk	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/pinvoke.zip	2	
IPJH1.0	aShcan	AOL	unknown	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/iphj.zip	2	
iPlayer [Final]	font color	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/iplayerfinal.zip	2	
is	None	AOL	5.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/5.0/info-scroller for aol 2.5-6.0.zip	1	
itank	Kai	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/itank.zip	2	
itank remix	None	AOL	7.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/7.0/itank (remix) for aol 7.0  winALL.zip	1	
j00b Scroller By Sinac	Sinac	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/joobscroller.zip	2	
Jabronixer	None	AOL	5.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/5.0/jabroni xer for aol 5.0 yr2k.zip	1	
Jackals' Idler	None	AOL	9.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/9.0/jackal's idler for aol 9.0 winXP yr05.zip	1	
jacked	s: qb and dank	AOL	4.0	VB3	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/ji2.zip	3	
JackTheBongRipper	who	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/jackbong.zip	2	
JaiJeN	CpRiDe	AOL	4.0	VB3	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/jaijen.zip	2	
JAMMIN	phazz	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/jammin.zip	2	
jarule	fifa	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/jarule.zip	3	
jarule2	fifa	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/jarule2.zip	4	
Jeb Tools	None	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/jebtools.zip	2	
JEEP	JeeP	AOL	4.0	VB3	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/jeep40.zip	2	
jeeto.ccoms	ryan :.whoa	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/jeetoccoms.zip	2	
jelemim	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/jele's mass im for aol 4.0 and 5.0.zip	1	
Jewbert Scroller	Latex	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/jewbertscroll.zip	2	
jewtank	Unknown	AIM	unknown	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/jewtank.zip	1	
jinc idle	None	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/jincidle.zip	2	
jokebox	None	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/jokeboxfinal.zip	2	
jokebox	speeL	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/jokeboxv1.zip	2	
judgement night 4.0 final	step	AOL	6.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/6.0/judgement night 4.0 final for aol 6.0 yr01.zip	8	
JudgementDay	Nautica	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/judgement day aol4-5 yr2k password=vbnm.zip	2	vbnm
Judgment Day²	ZIP	AOL	4.0	VB6	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/judgement day%b2 for aol 8.0 and 9.0 win98-xp yr04.zip	2	
Juggalo T 2	CpRide	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/juggalo toolz 2.0 aol4-5 yr2k password=Forsaken.zip	2	Forsaken
Juggalo Toolz 1	BLIssID	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/juggalo.zip	2	
juvenile upchat1	Chr0me	AOL	4.0	VB6	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/jvupchat.zip	2	
J█Do ╟╟╪mz Ver╣.▓	Kypnotik	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/judocomzv12.zip	2	
kamehameha idle╣	None	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/kamehameha.zip	2	
kc5bet~1	Task	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/kingcrack.zip	2	
kc5bet~1	Koin	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/kingcrack1.zip	2	
KIDROC~1	None	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/kidrock.zip	2	
kids idle	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/raeophobic idle.zip	1	
kill aol mp3 player 2.0	None	AOL	4.0	VB6	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/killaolmp32.zip	2	
kill aol mp3 player compact	None	AOL	4.0	VB6	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/killaolmp3com.zip	2	
killa idle by ko	chat	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/killaidle.zip	2	
killedscroll	None	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/killedscroll.zip	2	
KiRe Good Toolz	KiRe	AOL	4.0	VB5	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/kire good toolz 2 password=KiRe Rules 2.0.zip	2	KiRe
Kliq ghosta	Kliq	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/kliqghosta.zip	2	
kmixer	one	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/kmixer.zip	2	
knucktoolzv1	Unknown	AIM	6.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/6.0/knucktoolzv1.zip	1	
ko0-idle	pHroSt	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/kooidle.zip	2	
kore	None	AOL	8.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/8.0/kore idle for aol 8.0 win2k-xp yr2003.zip	1	
Kornfa~1	damasta	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/kornfader.zip	2	
kornobusta	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/kornobusta aol5 yr2000.zip	1	
krac online idler	ice	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/kraconline.zip	2	
kry	fin	AOL	4.0	VB3	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/krylonmm.zip	2	
Krypton	DaWicked	AOL	4.0	VB3	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/krpmm.zip	2	
kryptonite	namek	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/kryptonite.zip	2	
KTT	None	AOL	unknown	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/ktt.zip	2	
l3 l u r s   Idler 2	None	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/blursidler2.zip	2	
LABTEC	None	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/labtec.zip	2	
Lag	None	AOL	4.0	VB3	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/progee.zip	2	
lag kill 1.0	None	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/lagkill10.zip	3	
lag kill 2.0	None	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/lagkill20.zip	3	
LagShack	Josh	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/lagshack.zip	2	
Lameo	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/lameo c-com for aol 4.0 and 5.0.zip	1	
Lamer Lagger	None	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/lamerlagger.zip	2	
lamexer	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/lamer x'er  yr2k.zip	1	
lameXer	dangerous	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/lamex.zip	2	
LamorBeta	None	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/lamorbeta.zip	2	
Lasertech ¦ ¦	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/lasertech.zip	1	
Lastresort	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/last resort for aol 4.0 and 5.0.zip	1	
late night idle	Jinc	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/latenight.zip	2	
late night2	jinc	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/latenight2.zip	2	
LAVA	GhOsT	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/lavabust.zip	2	
LAZER TOOLZ	soccer	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/lazertoolz.zip	2	
Lazer_Linka	None	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/lazerlinka.zip	2	
lazy_beta-build_1	None	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/lazybeta.zip	2	
Lazy_Idle	neoko	AOL	4.0	VB6	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/lazyidle.zip	2	
lazyassgold1	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/lazyass gold.zip	1	
LazyBoy	None	AOL	4.0	VB6	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/lazyboy.zip	2	
Le-Fader	ity0	AOL	unknown	VB6	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/lethalempirefaderaol9-9.1winXPvistayr2008.zip	2	
Ledge	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/ledge buster aol4-5 yr2000.zip	1	
leet player	itative host not found	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/leetplayer.zip	2	
Leet Player 2	index	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/leetplayer2.zip	2	
Leet Room Enta	Kaos	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/leetroom.zip	2	
Legacy	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/legacy mini tools final.zip	1	
legendmm	WaRRioR	AOL	4.0	VB3	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/legendmm.zip	2	
legos	None	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/legos.zip	2	
Leh2	AsTeeLE	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/leh2.zip	2	
Leh25~1	AsTeeLE	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/leh25.zip	2	
Leh30	AsTeeLE	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/leh30.zip	2	
leper	TFish	AOL	4.0	VB3	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/leprecy tos'er.zip	3	
Lesbian Program	CiNDy	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/lesbian.zip	2	
Lesenfant	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/les enfants horrible for aol 4.0.zip	1	
lethal fragment ���	None	AOL	unknown	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/lethal fragment %b3%b7%ba aol4-6 yr2k password=%fe [=alt0254].zip	3	
lethalbyice	Chr0me iCe	AOL	4.0	VB6	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/lethalinjection.zip	2	
lexidle│	None	AOL	4.0	VB6	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/lexidle3.zip	4	
LeY cRipTa By.Alvaro1	Ley spider ley	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/leycripta.zip	2	
LeY Fader V2	LeY cReaToR	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/leyfaderv2.zip	2	
LeY oRbiTa by Alvaro	LeY cReaDoR.. "Alvaro	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/leyorvita.zip	2	
Lez0 Idle	None	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/lezoidle.zip	2	
Light It Up Idle	EcCo	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/lightidle.zip	2	
Light2	Slayer	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/light2.zip	2	
Like Hoy 2.0	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/likehoy.zip	2	
lil c-chat	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/lilcchat.zip	2	
LiL' Wicked Comz	None	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/lilwicked.zip	2	
lilccom	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/lilccom for aol 4.0 and 5.0.zip	1	
liloh1	None	AOL	4.0	VB3	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/liloh1.zip	2	
Link Dat Shit	None	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/linkdat.zip	2	
link it	None	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/linkit.zip	2	
Link Toolz	Msa	AOL	5.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/5.0/msalinktoolz.zip	2	
link2me	None	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/link2me.zip	2	
Linkah	paste	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/linkah for aol 5.0.zip	2	
Linked	GeD	AOL	5.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/5.0/linked.zip	2	
linkslite2	snot	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/links lite v2 for aol 7.0 and 8.0 win98xp yr03.zip	2	
linktech	None	AOL	5.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/5.0/link tech for aol 5.0.zip	1	
linktech1rebuild	AOX	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/linktech.zip	2	
linktoolz	None	AOL	5.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/5.0/lazer link toolz 2.0 for aol 5.0.zip	1	
linkz by negz	negz	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/linkz.zip	2	
Liquad2	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/liquad metal 2 phader.zip	1	
liquid	prowler	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/liquidcoms.zip	2	
LiQuiD FiRe	LiQuiD using Visual Basic 5.0	AOL	4.0	VB5	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/liquidfire.zip	2	
liquid fire²	likwid	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/lf2.zip	2	
Liquid Toolz1.0	EcCo	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/liquidheat.zip	2	
liquidfrag	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/liquid fragment  yr2k.zip	1	
liquidfx	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/liquid fx fader.zip	1	
LiqWid IdleR	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/liqwididler.zip	2	
liserver	bofen	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/liserver.zip	2	
List Assist	JDE	AOL	4.0	VB6	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/listassist.zip	2	
List Assist v3	JDE	AOL	4.0	VB6	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/listassist3.zip	2	
List Converter	z0ne	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/listconverter.zip	2	
Lista Scrolla By KaSh	KaSh	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/listascroll.zip	2	
Little Punt	LiLBoY	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/littlepunt.zip	2	
lnkage1	None	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/lnkage1.zip	2	
lnkage111	None	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/lnkage111.zip	2	
lnkage12	None	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/lnkage12.zip	2	
loafafk	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/loaf afk 1v%b2.zip	1	
LoaFaFkv²·²	None	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/loafafk2.zip	2	
LoAupchat	SnypaHawk	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/loaupchat.zip	2	
Lobby Whore	None	AOL	unknown	non-VB	n/a	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/lobby whore v1 (public) for aol 5.0.zip	2	
lockdopidle	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/lock it up idle for aol 4.0 and 5.0.zip	1	
logger1	None	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/logger1.zip	2	
Logik MP3 C-Com	the Krew at L	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/logik.zip	2	
logix idler	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/logixidler.zip	2	
Logs 'R' Us	Swift	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/logsrus.zip	2	
lolzidle2	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/lolz extreme idler 2.0.zip	1	
loonytoolz	acid	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/loonytoolz.zip	2	
Loop Link	None	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/looplink.zip	2	
LoZ DeL MaNdO	None	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/lozdelmando.zip	2	
lti│	None	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/lti3.zip	2	
LTKOFF	None	AOL	2.5	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/2.5/license to kill for aol 2.5 and 3.0.zip	1	
lucifer's wrath v2.0	None	AOL	unknown	VB5	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/lucifer's wrath v2.0 for aol 3.0 and 4.0.zip	12	
LUCWRATH	None	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/lucifer's wrath 1.03 for aol 4.0.zip	1	
lusttoolz	None	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/lustv1.zip	2	
l°lz toolz 3	None	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/lolztoolz.zip	2	
lág kíll 3·°	carnage	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/lagkill3.zip	3	
L≤ckSmφth ▓╖│	None	AOL	unknown	VB6	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/unknown/locksmith23.zip	2	
Mac	BiGpImP	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/mac.zip	2	
Macabre Phoenix v. ╣╖│~	BiGpImP	AOL	4.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/macabre13.zip	2	
mach0d	None	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/machod.zip	2	
mack	mack	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/macksn.zip	2	
Macro Madness Final	JDE	AOL	4.0	VB6	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/macmadness.zip	2	
macro madness xp	JDE	AOL	4.0	VB6	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/madnessxp.zip	2	
macro madness xp	JDE	AOL	4.0	VB6	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/mmxp41.zip	2	
macro madness xp	JDE	AOL	4.0	VB6	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/mmxp5.zip	2	
macro madness xp [demo]	JDE	AOL	4.0	VB6	p-code	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/mmxp6.zip	2	
Macro Mechine	JDE	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/macro mechine for aol 9 win98se yr04.zip	2	
mad C¦mz ¦	None	AOL	5.0	unknown	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/5.0/mad c%bamz %b9 for aol 5.0.zip	1	
Madca$h	kn0t	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/madcash.zip	2	
madloot	caloric	AOL	4.0	VB6	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/madlootv1beta.zip	2	
MadMTMv 1.0	MadMTM	AOL	4.0	VB4-32	unknown	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/madmtm.zip	2	
mafiafader	STeW	AOL	4.0	VB5	native	programs/AOL/proggies-sorted-deduped/proggies-by-version/4.0/mafiafader.zip	2	
